,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,predicted count
52,1,0,2,0,2,1,1,0.182222,0.577778,0.195683,1450,1612.27
53,1,0,2,0,3,1,1,0.221739,0.423043,0.094113,1917,1737.85
54,1,0,2,0,4,1,2,0.295652,0.697391,0.250496,1807,1661.82
55,1,0,2,0,5,1,2,0.364348,0.712174,0.346539,1461,1507.85
56,1,0,2,0,6,0,1,0.2825,0.537917,0.18657100000000001,1969,1921.41
57,1,0,2,0,0,0,1,0.343478,0.68,0.125248,2402,2174.1
58,1,0,2,0,1,1,2,0.407273,0.8763639999999999,0.289686,1446,1852.21
59,1,0,3,0,2,1,1,0.266667,0.535,0.216425,1851,1902.65
60,1,0,3,0,3,1,1,0.335,0.449583,0.30783299999999997,2134,2115.68
61,1,0,3,0,4,1,1,0.19833299999999998,0.318333,0.225754,1685,1700.4
62,1,0,3,0,5,1,2,0.261667,0.610417,0.203346,1944,1900.92
63,1,0,3,0,6,0,2,0.384167,0.789167,0.251871,2077,1798.33
64,1,0,3,0,0,0,2,0.37652199999999997,0.948261,0.343287,605,953.72
65,1,0,3,0,1,1,1,0.261739,0.551304,0.341352,1872,1786.45
66,1,0,3,0,2,1,1,0.2925,0.420833,0.12065,2133,2124.68
67,1,0,3,0,3,1,2,0.295833,0.775417,0.22015,1891,1851.19
68,1,0,3,0,4,1,3,0.38909099999999996,0.6275,0.26187699999999997,623,1313.87
69,1,0,3,0,5,1,2,0.31652199999999997,0.649565,0.23296999999999998,1977,1924.69
70,1,0,3,0,6,0,1,0.329167,0.594583,0.220775,2132,2150.07
71,1,0,3,0,0,0,1,0.384348,0.5273909999999999,0.270604,2417,2326.93
72,1,0,3,0,1,1,1,0.32521700000000003,0.496957,0.136926,2046,2078.79
73,1,0,3,0,2,1,2,0.317391,0.655652,0.184309,2056,1805.89
74,1,0,3,0,3,1,2,0.365217,0.776522,0.20311700000000002,2192,2049.26
75,1,0,3,0,4,1,1,0.415,0.602917,0.209579,2744,2588.98
76,1,0,3,0,5,1,1,0.54,0.525217,0.231017,3239,3686.34
77,1,0,3,0,6,0,1,0.4725,0.37916700000000003,0.368167,3117,3535.11
78,1,0,3,0,0,0,1,0.3325,0.47375,0.20772100000000002,2471,2316.27
79,2,0,3,0,1,1,2,0.430435,0.737391,0.288783,2077,2303.4
80,2,0,3,0,2,1,1,0.44166700000000003,0.624583,0.22575,2703,2864.01
81,2,0,3,0,3,1,2,0.346957,0.839565,0.23426100000000002,2121,1919.3
82,2,0,3,0,4,1,2,0.285,0.805833,0.24378699999999998,1865,1738.31
83,2,0,3,0,5,1,1,0.264167,0.495,0.230725,2210,2083.44
84,2,0,3,0,6,0,1,0.265833,0.394167,0.209571,2496,2030.03
85,2,0,3,0,0,0,2,0.25304299999999996,0.493913,0.1843,1693,1705.29
86,2,0,3,0,1,1,1,0.264348,0.302174,0.212204,2028,2001.41
87,2,0,3,0,2,1,1,0.3025,0.31416700000000003,0.226996,2425,2278.5
88,2,0,3,0,3,1,2,0.3,0.646667,0.17288800000000001,1536,1706.23
89,2,0,3,0,4,1,3,0.268333,0.918333,0.217646,1685,1401.55
90,2,0,4,0,5,1,2,0.3,0.68625,0.258708,2227,1740.73
91,2,0,4,0,6,0,2,0.315,0.65375,0.19714600000000002,2252,2050.49
92,2,0,4,0,0,0,1,0.378333,0.48,0.182213,3249,2272.64
93,2,0,4,0,1,1,1,0.573333,0.42625,0.17880200000000002,3115,3589.23
94,2,0,4,0,2,1,2,0.414167,0.642083,0.17880200000000002,1795,2114.7
95,2,0,4,0,3,1,1,0.390833,0.470833,0.263063,2808,2601.16
96,2,0,4,0,4,1,1,0.4375,0.602917,0.16231199999999998,3141,3154.09
97,2,0,4,0,5,1,2,0.335833,0.83625,0.226992,1471,1595.25
98,2,0,4,0,6,0,2,0.3425,0.8775,0.13308299999999998,2455,1636.14
99,2,0,4,0,0,0,2,0.426667,0.8575,0.146767,2895,2731.3
100,2,0,4,0,1,1,2,0.5956520000000001,0.716956,0.324474,3348,3586.58
101,2,0,4,0,2,1,2,0.5025,0.739167,0.274879,2034,2529.69
102,2,0,4,0,3,1,2,0.4125,0.819167,0.25061700000000003,2162,2208.96
103,2,0,4,0,4,1,1,0.4675,0.540417,0.1107,3267,3631.88
104,2,0,4,1,5,0,1,0.446667,0.67125,0.226375,3126,3141.21
105,2,0,4,0,6,0,3,0.43083299999999997,0.888333,0.340808,795,1362.64
106,2,0,4,0,0,0,1,0.456667,0.479583,0.303496,3744,3709.91
107,2,0,4,0,1,1,1,0.5125,0.5425,0.16356700000000002,3429,3545.81
108,2,0,4,0,2,1,2,0.505833,0.665833,0.157971,3204,3304.52
109,2,0,4,0,3,1,1,0.595,0.614167,0.241925,3944,4027.94
110,2,0,4,0,4,1,1,0.459167,0.407083,0.325258,4189,3869.85
111,2,0,4,0,5,1,2,0.336667,0.729583,0.219521,1683,1738.9
112,2,0,4,0,6,0,2,0.46,0.887917,0.230725,4036,3128.45
113,2,0,4,0,0,0,2,0.581667,0.810833,0.192175,4191,4186.37
114,2,0,4,0,1,1,1,0.606667,0.776667,0.185333,4073,3976.12
115,2,0,4,0,2,1,1,0.631667,0.729167,0.3265,4400,3803.68
116,2,0,4,0,3,1,2,0.62,0.835417,0.3122,3872,3794.71
117,2,0,4,0,4,1,2,0.6175,0.700833,0.32090799999999997,4058,3985.3
118,2,0,4,0,5,1,1,0.51,0.457083,0.240063,4595,4270.19
119,2,0,4,0,6,0,1,0.4725,0.503333,0.235075,5312,4633.84
120,2,0,5,0,0,0,2,0.451667,0.762083,0.10635399999999999,3351,3509.63
121,2,0,5,0,1,1,2,0.549167,0.73,0.183454,4401,4322.14
122,2,0,5,0,2,1,2,0.616667,0.697083,0.342667,4451,4072.5
123,2,0,5,0,3,1,2,0.414167,0.737083,0.328996,2633,2319.01
124,2,0,5,0,4,1,1,0.459167,0.44416700000000003,0.295392,4433,4155.62
125,2,0,5,0,5,1,1,0.479167,0.59,0.228246,4608,4169.5
126,2,0,5,0,6,0,1,0.52,0.54125,0.16045,4714,4920.75
127,2,0,5,0,0,0,1,0.5283329999999999,0.631667,0.0746375,4333,4677.57
128,2,0,5,0,1,1,1,0.5325,0.58875,0.17600000000000002,4362,4442.17
129,2,0,5,0,2,1,1,0.5325,0.489167,0.11567100000000001,4803,4816.04
130,2,0,5,0,3,1,1,0.5425,0.632917,0.12064200000000001,4182,4390.92
131,2,0,5,0,4,1,1,0.535,0.7475,0.189667,4864,4730.89
132,2,0,5,0,5,1,2,0.5125,0.863333,0.179725,4105,4041.04
133,2,0,5,0,6,0,2,0.520833,0.9225,0.13495,3409,3637.93
134,2,0,5,0,0,0,2,0.5625,0.867083,0.152979,4553,4376.81
135,2,0,5,0,1,1,1,0.5775,0.787917,0.126871,3958,4154.68
136,2,0,5,0,2,1,2,0.561667,0.837917,0.277354,4123,3806.83
137,2,0,5,0,3,1,2,0.55,0.87,0.201492,3855,3970.42
138,2,0,5,0,4,1,2,0.530833,0.829583,0.10821300000000002,4575,4473.08
139,2,0,5,0,5,1,1,0.536667,0.719583,0.125013,4917,4773.96
140,2,0,5,0,6,0,1,0.6025,0.626667,0.12065,5805,5492.65
141,2,0,5,0,0,0,1,0.604167,0.749583,0.148008,4660,4627.59
142,2,0,5,0,1,1,2,0.631667,0.81,0.233842,4274,4222.43
143,2,0,5,0,2,1,2,0.66,0.740833,0.207092,4492,4409.07
144,2,0,5,0,3,1,1,0.660833,0.69625,0.15423299999999998,4978,4679.43
145,2,0,5,0,4,1,1,0.708333,0.6775,0.19964200000000001,4677,4598.66
146,2,0,5,0,5,1,1,0.681667,0.65375,0.240679,4679,4618.72
147,2,0,5,0,6,0,1,0.655833,0.729583,0.23009200000000002,4758,4744.44
148,2,0,5,0,0,0,1,0.6675,0.81875,0.21393800000000002,4788,4315.49
149,2,0,5,1,1,0,1,0.733333,0.685,0.131225,4098,4394.49
150,2,0,5,0,2,1,1,0.775,0.636667,0.111329,3982,4229.51
151,2,0,6,0,3,1,2,0.764167,0.677083,0.207092,3974,4100.36
152,2,0,6,0,4,1,1,0.715,0.305,0.29228699999999996,4968,5043.24
153,2,0,6,0,5,1,1,0.62,0.354167,0.253121,5312,5298.0
154,2,0,6,0,6,0,1,0.635,0.45625,0.123142,5342,5363.65
155,2,0,6,0,0,0,2,0.648333,0.6525,0.138692,4906,4759.81
156,2,0,6,0,1,1,1,0.678333,0.6,0.121896,4548,4643.2
157,2,0,6,0,2,1,1,0.7075,0.597917,0.187808,4833,4829.51
158,2,0,6,0,3,1,1,0.775833,0.6220829999999999,0.136817,4401,4429.07
159,2,0,6,0,4,1,2,0.808333,0.568333,0.149883,3915,3991.77
160,2,0,6,0,5,1,1,0.755,0.605,0.14055399999999998,4586,4593.88
161,2,0,6,0,6,0,1,0.725,0.654583,0.15485,4966,4930.02
162,2,0,6,0,0,0,1,0.6925,0.747917,0.16356700000000002,4460,4580.64
163,2,0,6,0,1,1,1,0.635,0.494583,0.30535,5020,4888.48
164,2,0,6,0,2,1,1,0.604167,0.507083,0.269283,4891,4925.03
165,2,0,6,0,3,1,1,0.626667,0.471667,0.16791199999999998,5180,5203.13
166,2,0,6,0,4,1,2,0.628333,0.688333,0.20647100000000002,3767,3983.41
167,2,0,6,0,5,1,1,0.649167,0.735833,0.143029,4844,4818.77
168,2,0,6,0,6,0,1,0.696667,0.670417,0.11940799999999999,5119,5124.6
169,2,0,6,0,0,0,2,0.699167,0.666667,0.102,4744,4803.81
170,2,0,6,0,1,1,2,0.635,0.74625,0.155475,4010,4214.0
171,3,0,6,0,2,1,2,0.680833,0.770417,0.171025,4835,4641.41
172,3,0,6,0,3,1,1,0.733333,0.7075,0.172262,4507,4501.23
173,3,0,6,0,4,1,2,0.728333,0.703333,0.238804,4790,4531.05
174,3,0,6,0,5,1,1,0.724167,0.573333,0.222025,4991,4901.12
175,3,0,6,0,6,0,1,0.695,0.483333,0.209571,5202,5253.53
176,3,0,6,0,0,0,1,0.68,0.513333,0.09453330000000001,5305,5163.32
177,3,0,6,0,1,1,2,0.6825,0.658333,0.10758800000000002,4708,4654.84
178,3,0,6,0,2,1,1,0.744167,0.634167,0.144283,4648,4599.71
179,3,0,6,0,3,1,1,0.728333,0.497917,0.261821,5225,5132.3
180,3,0,6,0,4,1,1,0.696667,0.434167,0.18531199999999998,5515,5352.15
181,3,0,7,0,5,1,1,0.7225,0.39625,0.10260799999999999,5362,5213.58
182,3,0,7,0,6,0,1,0.738333,0.444583,0.11506199999999998,5119,5129.14
183,3,0,7,0,0,0,2,0.716667,0.6825,0.228858,4649,4556.46
184,3,0,7,1,1,0,2,0.726667,0.637917,0.08147919999999999,6043,5594.51
185,3,0,7,0,2,1,1,0.746667,0.590417,0.12625799999999998,4665,4666.71
186,3,0,7,0,3,1,1,0.72,0.743333,0.149883,4629,4588.1
187,3,0,7,0,4,1,1,0.75,0.65125,0.1592,4592,4529.84
188,3,0,7,0,5,1,2,0.709167,0.757917,0.225129,4040,4089.88
189,3,0,7,0,6,0,1,0.733333,0.609167,0.16791199999999998,5336,5323.08
190,3,0,7,0,0,0,1,0.7475,0.578333,0.183471,4881,4710.08
191,3,0,7,0,1,1,1,0.7625,0.635833,0.282337,4086,4539.99
192,3,0,7,0,2,1,1,0.794167,0.559167,0.200254,4258,4350.26
193,3,0,7,0,3,1,1,0.746667,0.631667,0.14613299999999999,4342,4440.96
194,3,0,7,0,4,1,1,0.680833,0.47625,0.24066700000000002,5084,5172.41
195,3,0,7,0,5,1,1,0.663333,0.59125,0.182833,5538,5268.59
196,3,0,7,0,6,0,1,0.686667,0.585,0.208342,5923,5670.56
197,3,0,7,0,0,0,1,0.719167,0.604167,0.245033,5302,5199.47
198,3,0,7,0,1,1,1,0.746667,0.65125,0.215804,4458,4483.41
199,3,0,7,0,2,1,1,0.776667,0.650417,0.1306,4541,4482.55
200,3,0,7,0,3,1,1,0.768333,0.707083,0.113817,4332,4331.25
201,3,0,7,0,4,1,2,0.815,0.69125,0.222021,3784,3900.46
202,3,0,7,0,5,1,1,0.848333,0.580417,0.1331,3387,3565.6
203,3,0,7,0,6,0,1,0.849167,0.5,0.131221,3285,3652.55
204,3,0,7,0,0,0,1,0.83,0.550833,0.16917100000000002,3606,3686.69
205,3,0,7,0,1,1,1,0.743333,0.757083,0.09080830000000001,3840,4078.98
206,3,0,7,0,2,1,1,0.771667,0.540833,0.200258,4590,4519.18
207,3,0,7,0,3,1,1,0.775,0.402917,0.18346300000000001,4656,4684.68
208,3,0,7,0,4,1,1,0.779167,0.583333,0.178479,4390,4472.39
209,3,0,7,0,5,1,1,0.838333,0.5425,0.17413800000000001,3846,3782.61
210,3,0,7,0,6,0,1,0.804167,0.465833,0.168537,4475,4308.23
211,3,0,7,0,0,0,1,0.805833,0.480833,0.16481300000000002,4302,4177.75
212,3,0,8,0,1,1,1,0.771667,0.550833,0.156717,4266,4395.06
213,3,0,8,0,2,1,1,0.783333,0.49125,0.20585,4845,4814.15
214,3,0,8,0,3,1,2,0.731667,0.6575,0.13558299999999998,3574,4396.85
215,3,0,8,0,4,1,2,0.71,0.7575,0.19715,4576,4418.82
216,3,0,8,0,5,1,1,0.710833,0.630833,0.184696,4866,4762.36
217,3,0,8,0,6,0,2,0.716667,0.755,0.22825,4294,4335.98
218,3,0,8,0,0,0,1,0.7425,0.7529170000000001,0.201487,3785,4055.84
219,3,0,8,0,1,1,1,0.765,0.592083,0.192175,4326,4483.27
220,3,0,8,0,2,1,1,0.775,0.570417,0.151121,4602,4576.08
221,3,0,8,0,3,1,1,0.766667,0.424167,0.200258,4780,4758.45
222,3,0,8,0,4,1,1,0.7175,0.42375,0.164796,4792,4845.18
223,3,0,8,0,5,1,1,0.708333,0.415,0.125621,4905,4965.9
224,3,0,8,0,6,0,2,0.685833,0.729583,0.211454,4150,4286.29
225,3,0,8,0,0,0,2,0.676667,0.8175,0.222633,3820,3896.78
226,3,0,8,0,1,1,1,0.665833,0.712083,0.208954,4338,4298.26
227,3,0,8,0,2,1,1,0.700833,0.578333,0.23632899999999998,4725,4845.01
228,3,0,8,0,3,1,1,0.723333,0.575417,0.14366700000000002,4694,4733.64
229,3,0,8,0,4,1,1,0.711667,0.654583,0.233208,3805,4068.34
230,3,0,8,0,5,1,2,0.685,0.722917,0.139308,4153,4361.28
231,3,0,8,0,6,0,1,0.6975,0.674167,0.104467,5191,5132.7
232,3,0,8,0,0,0,1,0.710833,0.77,0.248754,3873,3997.15
233,3,0,8,0,1,1,1,0.691667,0.47,0.27675,4758,4819.13
234,3,0,8,0,2,1,1,0.640833,0.455417,0.146763,5895,5568.2
235,3,0,8,0,3,1,1,0.673333,0.605,0.253108,5130,4992.75
236,3,0,8,0,4,1,2,0.684167,0.771667,0.210833,3542,3774.42
237,3,0,8,0,5,1,1,0.7,0.76125,0.0839625,4661,4657.26
238,3,0,8,0,6,0,2,0.68,0.85,0.37561700000000003,1115,2265.06
239,3,0,8,0,0,0,1,0.707059,0.561765,0.304659,4334,4923.44
240,3,0,8,0,1,1,1,0.636667,0.554583,0.159825,4634,4711.36
241,3,0,8,0,2,1,1,0.639167,0.548333,0.12500799999999998,5204,5118.49
242,3,0,8,0,3,1,1,0.656667,0.597917,0.08333330000000001,5058,5073.68
243,3,0,9,0,4,1,1,0.655,0.639167,0.141796,5115,5002.28
244,3,0,9,0,5,1,2,0.643333,0.727083,0.139929,4727,4594.19
245,3,0,9,0,6,0,1,0.669167,0.716667,0.185325,4484,4719.39
246,3,0,9,0,0,0,1,0.709167,0.742083,0.206467,4940,4714.73
247,3,0,9,1,1,0,2,0.673333,0.790417,0.212696,3351,4200.03
248,3,0,9,0,2,1,3,0.54,0.886957,0.343943,2710,2543.93
249,3,0,9,0,3,1,3,0.599167,0.917083,0.0970208,1996,2229.3
250,3,0,9,0,4,1,3,0.6339130000000001,0.939565,0.192748,1842,2165.44
251,3,0,9,0,5,1,2,0.65,0.897917,0.12437899999999999,3544,4178.41
252,3,0,9,0,6,0,1,0.66,0.75375,0.153608,5345,5063.86
253,3,0,9,0,0,0,1,0.6533329999999999,0.71375,0.11505399999999999,5046,4972.94
254,3,0,9,0,1,1,1,0.6443479999999999,0.692174,0.088913,4713,4720.93
255,3,0,9,0,2,1,1,0.650833,0.7125,0.14180399999999999,4763,4774.36
256,3,0,9,0,3,1,1,0.673333,0.697083,0.1673,4785,4741.53
257,3,0,9,0,4,1,2,0.5775,0.709167,0.271146,3659,3876.63
258,3,0,9,0,5,1,2,0.469167,0.590417,0.164183,4760,4234.78
259,3,0,9,0,6,0,2,0.491667,0.718333,0.189675,4511,4362.96
260,3,0,9,0,0,0,1,0.5075,0.695,0.178483,4274,4432.82
261,3,0,9,0,1,1,2,0.549167,0.69,0.15174200000000002,4539,4472.1
262,3,0,9,0,2,1,2,0.561667,0.88125,0.134954,3641,4168.23
263,3,0,9,0,3,1,2,0.595,0.9,0.0964042,4352,4174.85
264,3,0,9,0,4,1,2,0.628333,0.902083,0.128125,4795,4324.79
265,4,0,9,0,5,1,2,0.609167,0.9725,0.0783667,2395,4406.76
266,4,0,9,0,6,0,2,0.606667,0.8625,0.0783833,5423,5030.47
267,4,0,9,0,0,0,2,0.634167,0.845,0.0503792,5010,5072.24
268,4,0,9,0,1,1,2,0.649167,0.848333,0.1107,4630,4508.13
269,4,0,9,0,2,1,2,0.636667,0.885417,0.118171,4120,4151.16
270,4,0,9,0,3,1,2,0.635,0.84875,0.14862899999999998,3907,4353.73
271,4,0,9,0,4,1,1,0.616667,0.699167,0.17288299999999998,4839,4787.09
272,4,0,9,0,5,1,1,0.564167,0.6475,0.206475,5202,4940.48
273,4,0,10,0,6,0,2,0.41,0.75375,0.292296,2429,2936.47
274,4,0,10,0,0,0,2,0.356667,0.791667,0.22201300000000002,2918,3087.87
275,4,0,10,0,1,1,2,0.384167,0.760833,0.08334580000000001,3570,3551.94
276,4,0,10,0,2,1,1,0.484167,0.71,0.205854,4456,4356.95
277,4,0,10,0,3,1,1,0.538333,0.647917,0.17725,4826,4568.73
278,4,0,10,0,4,1,1,0.494167,0.620833,0.134954,4765,4617.72
279,4,0,10,0,5,1,1,0.510833,0.684167,0.0223917,4985,4928.76
280,4,0,10,0,6,0,1,0.521667,0.70125,0.0454042,5409,5280.46
281,4,0,10,0,0,0,1,0.540833,0.7275,0.06345,5511,5286.94
282,4,0,10,1,1,0,1,0.570833,0.73375,0.0423042,5117,5038.15
283,4,0,10,0,2,1,2,0.566667,0.80875,0.143042,4563,4387.97
284,4,0,10,0,3,1,3,0.543333,0.90625,0.24815,2416,2452.85
285,4,0,10,0,4,1,2,0.589167,0.896667,0.141787,2913,3593.3
286,4,0,10,0,5,1,2,0.550833,0.71625,0.223883,3644,3871.59
287,4,0,10,0,6,0,1,0.506667,0.483333,0.258083,5217,5107.69
288,4,0,10,0,0,0,1,0.511667,0.486667,0.281717,5041,4929.68
289,4,0,10,0,1,1,1,0.5341670000000001,0.579583,0.175379,4570,4547.82
290,4,0,10,0,2,1,2,0.5325,0.701667,0.11008699999999999,4748,4381.77
291,4,0,10,0,3,1,3,0.5417390000000001,0.895217,0.243339,2424,2504.67
292,4,0,10,0,4,1,1,0.475833,0.63625,0.17880200000000002,4195,4301.1
293,4,0,10,0,5,1,1,0.4275,0.574167,0.221396,4304,4055.87
294,4,0,10,0,6,0,1,0.4225,0.629167,0.09266669999999999,4308,4157.57
295,4,0,10,0,0,0,1,0.421667,0.74125,0.0995125,4381,4065.79
296,4,0,10,0,1,1,1,0.463333,0.772083,0.11879200000000001,4187,3930.57
297,4,0,10,0,2,1,1,0.471667,0.622917,0.166658,4687,4422.75
298,4,0,10,0,3,1,2,0.484167,0.720417,0.148642,3894,4014.0
299,4,0,10,0,4,1,2,0.47,0.812917,0.19776300000000002,2659,3979.0
300,4,0,10,0,5,1,2,0.330833,0.585833,0.229479,3747,3415.1
301,4,0,10,0,6,0,3,0.25416700000000003,0.8825,0.351371,627,1201.65
302,4,0,10,0,0,0,1,0.31916700000000003,0.62375,0.176617,3331,3379.44
303,4,0,10,0,1,1,1,0.34,0.703333,0.10635,3669,3649.85
304,4,0,11,0,2,1,1,0.400833,0.68375,0.135571,4068,3852.96
305,4,0,11,0,3,1,1,0.3775,0.71875,0.08209169999999999,4186,3638.35
306,4,0,11,0,4,1,1,0.408333,0.702083,0.136817,3974,3756.73
307,4,0,11,0,5,1,2,0.403333,0.6225,0.271779,4046,3595.99
308,4,0,11,0,6,0,1,0.326667,0.519167,0.18906199999999998,3926,3729.64
309,4,0,11,0,0,0,1,0.348333,0.734583,0.09205419999999999,3649,3574.23
310,4,0,11,0,1,1,1,0.395,0.75875,0.057225,4035,3828.15
311,4,0,11,0,2,1,1,0.408333,0.7216670000000001,0.0690375,4205,3738.02
312,4,0,11,0,3,1,1,0.4,0.758333,0.06219580000000001,4109,3828.46
313,4,0,11,0,4,1,2,0.38,0.813333,0.189067,2933,3367.21
314,4,0,11,1,5,0,1,0.324167,0.44625,0.314675,3368,2918.15
315,4,0,11,0,6,0,1,0.356667,0.552917,0.212062,4067,3845.61
316,4,0,11,0,0,0,1,0.440833,0.458333,0.281721,3717,3612.4
317,4,0,11,0,1,1,1,0.53,0.587083,0.306596,4486,4500.92
318,4,0,11,0,2,1,2,0.53,0.68875,0.199633,4195,4166.6
319,4,0,11,0,3,1,3,0.456667,0.93,0.136829,1817,2082.17
320,4,0,11,0,4,1,2,0.341667,0.575833,0.30536199999999997,3053,3117.92
321,4,0,11,0,5,1,1,0.274167,0.41,0.168533,3392,3358.15
322,4,0,11,0,6,0,1,0.329167,0.502083,0.224496,3663,3623.62
323,4,0,11,0,0,0,2,0.463333,0.6845829999999999,0.18595,3520,3840.34
324,4,0,11,0,1,1,3,0.4475,0.91,0.138054,2765,2473.62
325,4,0,11,0,2,1,3,0.416667,0.9625,0.11879200000000001,1607,1589.14
326,4,0,11,0,3,1,2,0.440833,0.757917,0.335825,2566,2720.69
327,4,0,11,1,4,0,1,0.37333299999999997,0.549167,0.167304,1495,2201.12
328,4,0,11,0,5,1,1,0.375,0.64375,0.0988958,2792,3720.89
329,4,0,11,0,6,0,1,0.375833,0.681667,0.0684208,3068,3337.78
330,4,0,11,0,0,0,1,0.459167,0.698333,0.208954,3071,3836.47
331,4,0,11,0,1,1,1,0.503478,0.743043,0.142122,3867,3988.99
332,4,0,11,0,2,1,2,0.458333,0.830833,0.258092,2914,3095.86
333,4,0,11,0,3,1,1,0.325,0.613333,0.271158,3613,3573.07
334,4,0,12,0,4,1,1,0.3125,0.524583,0.220158,3727,3624.32
335,4,0,12,0,5,1,1,0.31416700000000003,0.625833,0.100754,3940,3801.41
336,4,0,12,0,6,0,1,0.299167,0.612917,0.0957833,3614,3633.98
337,4,0,12,0,0,0,1,0.330833,0.775833,0.08395830000000001,3485,3509.52
338,4,0,12,0,1,1,2,0.385833,0.827083,0.06220830000000001,3811,3578.66
339,4,0,12,0,2,1,3,0.4625,0.949583,0.23258299999999998,2594,2441.52
340,4,0,12,0,3,1,3,0.41,0.970417,0.266175,705,1011.73
341,4,0,12,0,4,1,1,0.265833,0.58,0.240058,3322,3350.84
342,4,0,12,0,5,1,1,0.290833,0.695833,0.08271669999999999,3620,3625.84
343,4,0,12,0,6,0,1,0.275,0.5075,0.233221,3190,3315.89
344,4,0,12,0,0,0,1,0.220833,0.49,0.0665417,2743,2784.99
